ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT
01563A98MO,27,0,224144.0,152,0,1
01568Z24BR,55,0,784432.0,368,1,3
01571H79ML,26,1,465928.0,306,0,2
01571R86PM,35,1,353011.0,365,0,3
01571V54WL,48,1,407728.0,13,0,1
01572S74OC,27,1,310973.0,434,0,3
01579I48BG,27,0,202174.0,62,1,1
01581A11IP,42,1,532925.0,36,1,1
01583Q01DX,50,0,633069.0,400,1,3
01583X31HM,55,0,422858.0,343,1,2
01586H95YF,65,1,429688.0,464,1,3
01586P10FW,53,0,184484.0,24,0,1
01603M69XO,30,1,376951.0,201,0,2
01604S01EH,46,0,248878.0,120,0,1
01607Q95MN,44,0,668141.0,246,1,2
01615X60NX,51,0,381384.0,380,0,3
01616R83CF,43,0,445246.0,436,1,3
01620V81EZ,38,1,321483.0,186,0,1
01621P02NT,65,0,488394.0,42,1,1
01623P16AH,36,0,264908.0,285,1,2
01623Y64PC,52,1,111512.0,582,1,4
01624B54BM,62,0,202400.0,360,0,2
01630S00GL,30,1,155819.0,438,1,3
01631X51XI,64,0,489525.0,843,1,4
01632P00GQ,55,0,177193.0,737,1,4
01634Z98FG,53,1,446400.0,263,1,2
01635T18WI,58,1,418003.0,363,1,3
01636N18FK,54,1,227845.0,363,1,3
01636R30JC,48,1,671565.0,1017,1,4
01637A53AR,50,0,379562.0,256,1,2
01638P64YF,43,1,487707.0,806,1,4
01644C90QJ,59,1,328469.0,380,0,3
01648T20OY,33,0,221472.0,339,1,2
01652B14JD,49,0,596664.0,377,1,3
01654D47IN,45,0,118041.0,242,0,2
01657B64YR,64,0,614061.0,224,0,2
01662Y62NS,49,0,637696.0,70,1,1
01663E19DQ,53,0,295454.0,27,0,1
01670K74UH,38,1,792251.0,428,1,3
01675V76EY,49,1,284699.0,891,1,4
01676T02PA,55,1,110531.0,819,1,4
01678H69PF,54,0,682432.0,351,0,2
01681S87TS,63,1,336397.0,157,0,1
01685W29EX,45,1,622131.0,468,1,3
01687Z47DU,58,0,608405.0,398,1,3
01690T79MT,53,0,159378.0,323,0,2
01694H90XK,65,0,799475.0,333,1,2
01696M42IQ,60,1,410960.0,280,1,2
01697L35RL,44,1,768093.0,293,0,2
01698Z61TL,63,1,302235.0,212,1,2
01701Z70ES,44,0,420869.0,240,0,2
01704J46CC,55,1,395427.0,549,1,4
01704Q62PQ,30,1,400759.0,270,0,2
01705O48MC,42,0,477763.0,187,1,1
01711M32GE,57,0,744365.0,305,1,2
01711Y45UM,59,0,708502.0,357,0,2
01713S27WA,60,1,286051.0,154,1,1
01715J03DL,59,0,702876.0,193,1,1
01716C73VP,38,1,631293.0,439,1,3
01716P85GS,65,0,119590.0,893,0,4
01718X33PC,62,1,406832.0,274,1,2
01719N87JF,49,0,585536.0,147,1,1
01722G11DS,39,0,450370.0,267,1,2
01724Q68FI,59,0,734470.0,243,1,2
01725O05IB,52,1,214696.0,187,0,1
01728C77DE,34,1,401885.0,259,1,2
01735V82EW,59,0,101627.0,412,1,3
01740F59CI,61,0,665204.0,717,1,4
01741S99YR,54,1,431456.0,345,0,2
01742G91OX,46,0,458763.0,370,1,3
01742Z34FP,44,0,458757.0,374,1,3
01749Y39SM,49,1,489533.0,490,1,3
01750A86QL,50,0,474023.0,391,1,3
01754L40LZ,56,0,328962.0,4,0,1
01758Q02FQ,65,1,468264.0,469,0,3
01762L31XI,29,0,136914.0,312,1,2
01762N59YE,27,0,112363.0,420,1,3
01766G67CW,30,0,295306.0,408,1,3
01772I44LF,54,1,184888.0,348,0,2
01778H03LN,57,0,750383.0,657,1,4
01778M99FS,52,0,434786.0,275,0,2
01780Y43PJ,26,0,298904.0,236,0,2
01783U77UX,47,1,365637.0,401,1,3
01788W29QM,25,0,189199.0,419,1,3
01796M33UJ,47,0,120865.0,433,1,3
01803B17KI,59,0,311864.0,1004,1,4
01803R28IV,57,1,304467.0,107,0,1
01806M21NF,48,0,307018.0,368,1,3
01806Q53RL,55,1,215077.0,292,0,2
01809D97UA,34,0,201521.0,475,0,3
01809S27ZF,35,1,247563.0,261,0,2
01811T47WH,53,0,144042.0,117,0,1
01813H44ZX,41,0,223014.0,428,1,3
01816B65VT,63,1,192291.0,169,1,1
01816O11NG,63,1,290763.0,251,0,2
01820B40AR,40,0,793107.0,862,1,4
01831C97HJ,47,0,442267.0,375,1,3
01835J28GX,33,0,251746.0,270,0,2
01842S82YK,32,1,278477.0,373,1,3
01843P35IU,31,1,213883.0,359,0,2
01844N19SN,31,1,292173.0,206,0,2
01844R15GZ,25,1,442112.0,196,1,1
01849D49EC,38,0,221498.0,258,0,2
01852E51PE,53,0,312609.0,983,1,4
01858R48WY,58,0,416836.0,445,1,3
01862S20JA,27,0,139841.0,464,0,3
01864F97GK,55,1,230435.0,232,1,2
01868O68PV,51,0,144345.0,117,0,1
01869J04VO,34,0,261477.0,956,0,4
01870G07PO,52,1,201331.0,257,0,2
01870Q98MA,45,1,722312.0,39,0,1
01871A44KW,32,1,384811.0,244,0,2
01871O26AA,47,0,194801.0,270,0,2
01872X21IS,37,1,476872.0,198,0,1
01873Q81TB,32,1,299336.0,224,1,2
01875E56YB,54,1,248608.0,352,1,2
01879D93RU,50,1,771547.0,317,0,2
01885D01SQ,29,0,256622.0,269,0,2
01890E76AE,46,0,793912.0,442,1,3
01890K22RH,50,0,760061.0,948,1,4
01890V67YQ,43,0,554315.0,1020,1,4
01891C10DY,54,1,483067.0,259,1,2
01893T33WK,32,0,161114.0,244,0,2
01894G73JW,38,0,401488.0,370,1,3
01895Z80RS,44,0,339537.0,449,0,3
01896Q60ZE,53,1,367381.0,318,1,2
01897B02YY,30,1,329658.0,372,1,3
01900Q92BZ,48,1,797648.0,474,1,3
01905B57VP,34,0,101682.0,313,0,2
01908L23RZ,62,0,791751.0,24,1,1
01909F81CD,42,0,263762.0,488,1,3
01909S36FM,63,0,249469.0,391,1,3
01911D28EX,31,0,235806.0,898,1,4
01913I92XO,40,1,405432.0,460,1,3
01918M77AV,39,0,259039.0,348,1,2
01919B25WG,32,0,202022.0,291,0,2
01920Z85UF,58,1,251835.0,202,0,2
01923A86NQ,27,0,188928.0,875,1,4
01925J15YZ,55,1,457549.0,346,1,2
01925X76GH,25,0,167954.0,602,1,4
01931J71UL,55,1,282347.0,224,1,2
01936G58KW,41,1,612280.0,371,1,3
01938V60SJ,41,0,293293.0,266,0,2
01939B08ZT,48,0,210531.0,285,1,2
01939U77JK,34,1,339045.0,245,0,2
01941O53EP,53,0,666021.0,681,0,4
01942N92LG,38,1,544672.0,342,1,2
01945U41MX,58,0,368015.0,19,1,1
01946N68DS,42,0,515672.0,591,1,4
01947B65AS,29,1,412498.0,256,0,2
01949P69AA,58,0,473247.0,278,1,2
01952Y61RV,42,0,171219.0,328,0,2
01953F90TJ,52,0,360492.0,251,0,2
01955D40XA,35,1,432871.0,424,1,3
01955T67SZ,64,0,371932.0,147,1,1
01959W22PZ,56,0,109580.0,481,0,3
01964Q70HM,38,0,741904.0,771,1,4
01970F47YZ,57,0,432032.0,284,1,2
01970Q96BU,54,1,110659.0,718,0,4
01974L40FF,44,1,770696.0,250,0,2
01976E59PP,25,0,207132.0,466,1,3
01978F92JG,64,0,479046.0,250,0,2
01980U68OE,55,0,555141.0,977,1,4
01983L76OM,48,0,174288.0,67,1,1
01983N65OW,42,1,397491.0,467,0,3
01987E29OJ,25,1,299424.0,341,1,2
01988W50AE,47,0,748571.0,295,0,2
01988W95PP,59,1,531421.0,461,1,3
01990F48KF,33,1,413357.0,413,0,3
01995Y75TX,56,1,351965.0,282,0,2
01996F53UJ,53,1,363085.0,646,1,4
01997A21SO,47,0,485208.0,471,1,3
01999I43JK,53,0,657923.0,354,1,2
01999V80YI,55,1,515208.0,419,1,3
02000F51XI,30,1,444005.0,290,1,2
02004O67PF,60,0,745188.0,302,1,2
02008E59ZN,40,0,643808.0,214,0,2
02010F58VG,49,1,266669.0,382,1,3
02010Z98AY,39,0,430558.0,375,1,3
02012A33YO,35,1,451701.0,415,1,3
02012Q78HT,37,0,300552.0,250,0,2
02014M87YW,64,0,735239.0,145,0,1
02017U32IF,56,0,440155.0,786,1,4
02018F04YZ,58,0,388106.0,134,1,1
02018W29OM,61,0,147898.0,223,1,2
02022V28EW,36,1,534923.0,405,1,3
02029M15BQ,41,1,319173.0,222,1,2
02032Q54UG,50,0,528363.0,126,1,1
02033N86LO,50,0,527736.0,144,1,1
02033P18KO,31,0,281683.0,185,0,1
02034L41MT,56,0,140388.0,876,1,4
02035K51IR,30,0,224736.0,880,1,4
02035L43GT,33,0,242003.0,451,0,3
02035M96QV,37,0,158302.0,272,0,2
02037A27XJ,25,0,234670.0,106,0,1
02038G96JY,26,0,103346.0,263,0,2
02038H11II,35,0,268662.0,179,1,1
02041M11FY,44,0,419575.0,267,1,2
02041Z60PO,38,0,272734.0,340,1,2
02042M01QF,36,0,472921.0,28,0,1
02043T90ZC,46,0,117598.0,442,0,3
02044J01CD,56,1,178235.0,204,0,2
02045J75AV,62,0,502574.0,488,1,3
02046V71XM,59,1,182656.0,269,1,2
02047P96DT,55,1,158133.0,107,0,1
02048W02NM,57,1,198707.0,275,0,2
02051Y64DH,33,1,212331.0,460,1,3
02056L82SK,45,0,693448.0,439,1,3
02057R80UL,26,0,207971.0,288,0,2
02060T61RL,26,0,231432.0,287,0,2
02061M36JM,36,0,566845.0,371,1,3
02064A66VA,60,1,126464.0,231,0,2
02065P25KV,64,0,641695.0,413,0,3
02066H68PB,31,0,115098.0,263,0,2
02069J08MG,50,0,335945.0,322,0,2
02074J16ON,34,1,177635.0,496,1,3
02075S19FZ,42,1,435501.0,255,0,2
02082Q97PY,49,0,424016.0,346,0,2
02082T13QN,30,1,406883.0,275,0,2
02089F82JM,48,0,448111.0,498,1,3
02091W54RP,63,0,508844.0,55,1,1
02096P76GD,41,1,299368.0,474,0,3
02098G75IO,33,0,159969.0,723,1,4
02098J23GQ,35,1,465635.0,321,0,2
02100A38JJ,40,0,598859.0,390,1,3
02100G21XJ,63,0,728108.0,534,1,4
02100V31QC,57,1,225208.0,406,1,3
02102O48ZQ,46,0,201929.0,452,1,3
02104J51JI,53,0,95677.0,386,0,3
02107Q08DU,31,1,411644.0,268,1,2
02108H19VO,27,1,193197.0,328,1,2
02109O07KB,65,0,550300.0,419,0,3
02111X83MT,52,0,451919.0,478,1,3
02113D20NT,58,1,360717.0,232,1,2
02114O68KS,52,1,509971.0,331,1,2
02116G37JR,33,0,172656.0,664,1,4
02119S83QS,48,0,165747.0,109,0,1
02124B36TC,50,1,295184.0,451,1,3
02127S82FW,42,0,389944.0,172,0,1
02127V01RX,60,0,324306.0,854,1,4
02128T36QE,43,1,677440.0,41,1,1
02133W28JT,36,0,106461.0,402,1,3
02136Y98LB,43,0,184587.0,64,0,1
02137G99VJ,42,1,502067.0,823,1,4
02137P47ES,36,0,354050.0,305,0,2
02146Y17LX,63,0,409992.0,339,0,2
02148G50ZT,26,1,456619.0,221,1,2
02148K65MZ,54,0,668625.0,272,0,2
02149R41AV,59,1,289803.0,295,1,2
02152L72FU,39,0,292310.0,41,0,1
02152U55HJ,35,1,425915.0,227,1,2
02153H35ZC,39,0,566781.0,6,1,1
02154E70RJ,43,0,739971.0,847,1,4
02156H28JP,52,0,471660.0,180,1,1
02159E35TC,52,1,532355.0,471,1,3
02174U65FX,29,1,273064.0,251,0,2
02178V85UW,58,0,751351.0,251,1,2
02186J86VP,34,1,455877.0,270,0,2
02188B52WZ,28,1,322147.0,358,0,2
02188B75QK,38,0,417339.0,321,0,2
02195O30HH,40,0,658392.0,613,1,4
02196W20PO,29,1,180469.0,374,1,3
02197Z44CQ,32,1,430875.0,279,1,2
02213T99RJ,26,1,404781.0,327,0,2
02214J68IW,48,1,536224.0,351,1,2
02219R76PP,42,1,643813.0,401,1,3
02221T73WD,54,0,761668.0,248,1,2
02222F76YQ,40,0,344499.0,305,1,2
02223S12QV,54,1,81355.0,258,0,2
02224U98HF,49,0,740563.0,312,0,2
02231U18LR,62,1,473405.0,312,1,2
02240B60AP,53,1,119299.0,233,0,2
02240T84ZA,38,0,232684.0,410,1,3
02246O84UB,33,1,439955.0,258,1,2
02249F38SA,41,0,602413.0,132,0,1
02250J85HM,37,0,172039.0,323,0,2
02252T88BA,62,0,161617.0,92,0,1
02253S40EZ,53,0,237366.0,406,0,3
02254F86VD,60,1,269197.0,134,0,1
02255L98VN,42,0,477976.0,424,1,3
02259U30PT,28,1,441869.0,234,1,2
02262S59IM,43,0,443394.0,279,0,2
02263O35WC,46,0,534237.0,45,1,1
02270X71WL,43,0,276885.0,258,1,2
02271B35JM,34,0,297638.0,805,0,4
02274C25BH,64,1,147133.0,407,0,3
02276G43SC,43,0,293887.0,491,1,3
02276G91WT,49,0,197085.0,264,1,2
02277G17HI,40,0,260130.0,264,1,2
02277I07WI,53,1,158893.0,416,1,3
02278I34CN,45,0,162771.0,387,1,3
02279H60TD,45,1,378739.0,416,1,3
02280D41LW,47,0,244022.0,362,1,3
02280J09DY,33,1,265987.0,373,1,3
02283O23NC,63,0,600982.0,354,1,2
02285Q23CG,55,0,750781.0,279,1,2
02286K12KE,59,1,89987.0,306,0,2
02290Q03CI,32,1,480752.0,432,1,3
02295T77AJ,55,1,417229.0,475,0,3
02298Q45SA,26,0,237429.0,356,0,2
02300S32OK,63,0,232586.0,992,1,4
02304J60DV,39,0,491964.0,303,0,2
02305Q48CA,59,0,468356.0,363,1,3
02306F27CR,43,0,381649.0,471,0,3
02312B76AT,33,0,168024.0,64,0,1
02315S36WK,62,1,434323.0,326,1,2
02319C46UG,28,0,111544.0,255,0,2
02320E34FH,65,0,247623.0,1004,1,4
02320N21FR,42,0,753179.0,36,0,1
02321S04KD,25,0,225182.0,131,1,1
02321S45YW,60,1,118176.0,320,1,2
02323D32IK,51,0,544738.0,497,1,3
02323M11JZ,38,0,233160.0,287,0,2
02328N06QS,48,0,375728.0,430,1,3
02330J05IH,51,1,106403.0,411,1,3
02336G58LK,40,0,145257.0,421,0,3
02339O72TR,53,1,328605.0,88,0,1
02341R46VP,49,0,300376.0,320,0,2
02342H98DK,34,0,147722.0,1014,0,4
02342W83PQ,53,1,518707.0,51,0,1
02346C55UK,53,1,470261.0,853,1,4
02349F56MG,51,0,281261.0,119,0,1
02350L03NQ,42,1,774725.0,261,1,2
02353Y36EN,40,0,311889.0,443,1,3
02354Q34SG,62,1,127413.0,296,0,2
02359R53CH,63,0,365383.0,685,1,4
02361V77XY,25,1,427142.0,498,0,3
02362T96RL,31,1,344403.0,22,1,1
02366M15OI,46,0,555475.0,172,1,1
02367D89VF,57,0,428737.0,452,0,3
02374V91ZL,57,1,139336.0,274,1,2
02374Z96MC,48,0,201242.0,446,1,3
02378G16GB,28,1,336840.0,274,1,2
02379Y97CJ,43,1,691488.0,328,1,2
02380B33UY,50,0,233728.0,374,1,3
02382N69CY,52,1,408205.0,16,0,1
02382W06TC,49,0,621997.0,383,1,3
02383A86YN,32,1,410695.0,439,1,3
02389E39LS,65,0,689211.0,363,1,3
02395N03RV,65,1,147899.0,334,0,2
02396G64EY,59,1,329072.0,221,0,2
02397Y81LV,61,1,516376.0,404,1,3
02399H44OG,31,0,270317.0,261,1,2
02399J05PK,56,1,413960.0,62,0,1
02402B76AG,37,1,393824.0,382,1,3
02412K15FO,26,0,133863.0,642,1,4
02418B05SM,43,1,408608.0,480,1,3
02421O48NH,36,1,342136.0,716,0,4
02422E67GW,61,1,424800.0,223,1,2
02425I44OY,41,0,102192.0,125,0,1
02426G36KU,37,0,610568.0,349,1,2
02428R49AF,51,0,608328.0,990,1,4
02429L14NR,32,0,265391.0,276,1,2
02429O56FO,44,1,365141.0,787,1,4
02431G28IV,41,0,692744.0,947,0,4
02433O73EH,54,0,659224.0,449,1,3
02434B40LX,31,0,138503.0,684,1,4
02435Z74SA,43,0,690840.0,320,0,2
02438S74TA,40,1,276136.0,263,0,2
02439L36SJ,48,1,280699.0,960,1,4
02441P59TN,42,0,119727.0,211,0,2
02445W11QC,45,0,473960.0,143,1,1
02449J02EN,25,0,128165.0,981,0,4
02456B71HI,48,0,325549.0,323,0,2
02456O85UC,42,0,298516.0,275,0,2
02458D67LY,27,1,427464.0,475,0,3
02459F91DS,58,1,487653.0,300,1,2
02459J09AM,35,0,241937.0,187,1,1
02466O91HP,47,0,316411.0,479,1,3
02467C54JM,61,0,269538.0,13,1,1
02468D13GJ,51,1,225656.0,432,1,3
02469V60KH,32,1,384404.0,421,1,3
02478R23XF,62,1,343171.0,835,1,4
02481R12KQ,31,0,276062.0,232,0,2
02482G74QW,60,0,731365.0,208,0,2
02482X66KF,29,1,296433.0,474,1,3
02483A72VT,49,1,728888.0,307,1,2
02487J99UA,37,0,423567.0,372,1,3
02489J05XA,30,1,492368.0,292,1,2
02489V63SQ,43,0,351119.0,362,1,3
02490A20AH,49,0,461968.0,367,1,3
02490B17KC,55,0,256994.0,139,0,1
02494J62WW,60,0,278224.0,96,0,1
02498P11ZE,57,0,490824.0,344,0,2
02499Q44ZV,59,1,411411.0,75,0,1
02501S13BT,39,1,753373.0,222,0,2
02501X04XT,48,1,741397.0,433,1,3
02511V03NA,38,1,363541.0,340,0,2
02512G14YH,50,1,360171.0,472,1,3
02512V89AA,50,1,412219.0,299,0,2
02515S57WB,47,0,387205.0,279,1,2
02519E59AO,41,0,238192.0,332,1,2
02519L49EM,28,1,383811.0,438,1,3
02523F40BP,50,0,453326.0,221,0,2
02526B66AS,27,0,295787.0,433,1,3
02527E05ZO,40,0,383084.0,247,1,2
02529R75WT,46,0,133509.0,104,0,1
02532D67HM,58,0,330840.0,443,1,3
02535K79CC,33,0,139532.0,760,0,4
02535W19YU,60,0,720435.0,495,1,3
02535Y43KJ,45,0,460755.0,478,1,3
02536Q80SJ,31,0,109474.0,432,1,3
02542D75SB,61,1,203187.0,336,0,2
02544O32CE,49,1,793648.0,304,0,2
02547J79ZB,27,0,156619.0,673,1,4
02547R96KH,53,0,120743.0,268,0,2
02555L58TJ,53,0,649984.0,240,0,2
02555R60DB,46,1,318453.0,478,1,3
02558B90VE,45,0,282761.0,394,1,3
02561F08PB,63,0,724179.0,167,1,1
02562T71CH,34,0,104893.0,367,0,3
02562X41KU,25,0,180748.0,416,1,3
02563P54QA,48,0,301029.0,293,1,2
02564V47ZD,34,1,242488.0,157,1,1
02565A84YQ,43,0,173223.0,497,0,3
02569W71UE,40,1,328048.0,287,1,2
02574O75WI,49,0,424181.0,304,1,2
02577J88HT,31,0,291258.0,1004,1,4
02579I48ON,48,1,349936.0,233,1,2
02591E35YX,62,1,94739.0,353,0,2
02598D92VX,43,0,736981.0,152,0,1
02599Z70DC,53,0,600296.0,439,1,3
02604A70YS,36,1,272371.0,232,1,2
02604G64XD,31,0,233816.0,256,1,2
02606L97RS,28,1,286459.0,253,0,2
02612D39ZQ,65,0,536795.0,186,1,1
02614N20MZ,26,1,154832.0,40,0,1
02618J78DA,59,0,317809.0,208,1,2
02626R83IM,49,0,501443.0,495,1,3
02627M25FC,33,0,102248.0,234,0,2
02629J09QT,41,0,605568.0,263,0,2
02631O30KP,31,1,432553.0,386,1,3
02634U47QH,45,0,551819.0,1,1,1
02642G18LY,58,1,130440.0,325,0,2
02647N46ZT,37,1,609808.0,467,1,3
02647O59DL,27,0,109166.0,60,0,1
02649B79EU,49,1,363659.0,444,1,3
02650L73XE,51,0,310948.0,222,0,2
02652U15BU,35,1,281269.0,321,0,2
02654A94JH,32,1,331212.0,204,1,2
02654C87LY,26,0,284974.0,314,1,2
02654U31GW,57,0,74267.0,7,0,1
02655B31YM,54,1,294776.0,339,0,2
02658E08DV,47,0,607261.0,316,0,2
02659B18TQ,32,1,323485.0,337,1,2
02659Q88GE,49,0,586208.0,749,1,4
02660C94LV,49,1,793677.0,300,0,2
02661S26ZU,35,0,125649.0,389,0,3
02666L51NK,53,0,109758.0,338,1,2
02667T87AS,42,0,387787.0,281,0,2
02671O99YE,48,1,517467.0,284,1,2
02675P18SO,40,0,480910.0,441,1,3
02677A63RJ,43,0,483333.0,329,1,2
02684J05UT,62,0,352502.0,272,0,2
02691G29WS,36,0,350776.0,475,1,3
02697S91OZ,42,0,367713.0,498,1,3
02700M21WU,27,0,256397.0,695,1,4
02701O91WP,54,1,444941.0,244,1,2
02702B91SM,59,1,284992.0,215,0,2
02702O78HI,63,1,172408.0,543,1,4
02705N32ML,25,0,131632.0,473,1,3
02708H67GC,52,0,799449.0,298,0,2
02713P74YT,43,0,519507.0,128,0,1
02717S44PQ,36,0,582656.0,469,1,3
02719A73RU,57,0,368949.0,267,0,2
02719I47JC,31,0,268920.0,61,0,1
02719M28SN,56,1,441333.0,705,1,4
02721E30TY,30,0,256735.0,359,1,2
02723I52VT,38,0,202184.0,376,1,3
02726M33XU,29,1,149960.0,362,1,3
02733R46NV,32,1,160403.0,82,0,1
02739L27YZ,54,1,420216.0,415,1,3
02740G18JQ,38,0,342546.0,246,0,2
02742V87NO,27,0,179431.0,220,1,2
02743Q22AR,56,1,249355.0,276,0,2
02744T58KO,54,1,205803.0,676,1,4
02747Z37WQ,35,0,248661.0,428,1,3
02751C24PO,26,0,245259.0,220,1,2
02753J54BK,29,0,292516.0,42,0,1
02754M74OG,36,1,313859.0,118,0,1
02755C71CV,64,0,220857.0,322,0,2
02756K17TH,41,1,432827.0,97,0,1
02756Q17OA,34,0,175416.0,841,1,4
02758J26PQ,27,1,155861.0,318,0,2
02759F23UJ,62,1,423840.0,349,0,2
02759R05IQ,59,0,636861.0,365,1,3
02759W56JP,51,1,127093.0,500,0,3
02761I95KC,36,1,273931.0,258,0,2
02764L53IY,43,0,399292.0,388,1,3
02765M22MG,56,0,730459.0,18,0,1
02766I72SH,52,1,327144.0,322,0,2
02768B68CW,32,1,358333.0,330,1,2
02768I98LX,42,0,741533.0,82,1,1
02771A65PE,34,0,105659.0,64,0,1
02771B63ST,49,0,140177.0,330,0,2
02771T55US,49,0,153526.0,278,0,2
02773Y87GR,50,0,441381.0,102,0,1
02777I77ZC,51,1,317309.0,312,1,2
02778M85FL,42,0,301290.0,256,1,2
02781B95FQ,54,0,734863.0,213,0,2
02781X39UH,36,1,331752.0,334,0,2
02784I72CZ,30,1,294851.0,411,1,3
02786O43NT,38,0,144616.0,317,0,2
02786Y44MQ,29,1,392195.0,136,0,1
02792R77LB,27,1,417688.0,466,0,3
02793H39ZI,59,1,200347.0,89,0,1
02793P66BH,31,1,269813.0,303,1,2
02799O17HV,46,1,279571.0,221,0,2
02801Y67LK,40,1,313461.0,924,1,4
02805E91SP,31,0,172306.0,233,1,2
02805O88TW,37,0,250607.0,282,1,2
02805W62FA,37,1,736856.0,307,0,2
02811S12KE,36,0,129391.0,88,1,1
02813C19JM,41,0,577691.0,50,0,1
02814Y43LG,32,1,220523.0,396,1,3
02816C27ZK,35,0,194355.0,306,1,2
02822R03BR,32,0,149483.0,229,0,2
02825Y15CE,65,1,199971.0,355,0,2
02828P72IH,51,1,312237.0,308,0,2
02832T29XY,54,1,467613.0,326,0,2
02835J58TJ,64,1,186835.0,433,1,3
02839F38JJ,39,0,615989.0,485,1,3
02842H53JA,36,1,415947.0,342,0,2
02842I49UW,26,0,151544.0,493,1,3
02843N29JQ,37,0,460446.0,400,1,3
02855P08NC,59,0,314483.0,382,1,3
02857T83YW,31,1,284504.0,330,0,2
02857V59CR,63,0,496823.0,656,1,4
02860H04JG,57,1,136880.0,950,0,4
02860H62NX,38,0,574749.0,325,1,2
02863M01MU,54,0,415095.0,468,1,3
02865A67WM,36,0,230425.0,292,1,2
02877D61CE,35,0,253621.0,951,1,4
02878S57QP,54,1,202715.0,697,1,4
02879O61GR,46,0,267997.0,226,1,2
02880J07CB,37,1,684755.0,245,0,2
02887S09VU,46,0,357157.0,465,1,3
02889A99BQ,30,0,292714.0,278,0,2
02890A23PW,52,0,442252.0,153,0,1
02890N07XZ,48,1,296627.0,402,1,3
02894N01KB,64,0,169774.0,2,0,1
02895F88WC,52,1,499533.0,468,1,3
02896B36WX,44,1,370645.0,397,1,3
02896Q46WU,31,1,363919.0,313,1,2
02899S35PA,27,1,391137.0,395,1,3
02902G18GB,28,0,284145.0,314,1,2
02904A15XK,63,0,574566.0,214,1,2
02904L62HW,61,1,249869.0,315,0,2
02907N89WW,43,0,438236.0,247,0,2
02908D01UR,41,1,651248.0,442,1,3
02909J22OP,43,0,457203.0,435,1,3
02910H03IE,42,0,208055.0,304,1,2
02911T72SC,44,0,385821.0,310,0,2
02911V13BW,55,1,425035.0,899,1,4
02913S80OY,31,1,337208.0,289,1,2
02915R80TB,64,0,665037.0,713,1,4
02918C73NK,36,1,379419.0,352,0,2
02920E84DG,58,0,739200.0,319,1,2
02925D85NH,29,0,243490.0,62,1,1
02934P65XU,34,1,375243.0,472,1,3
02937X80MP,52,1,287875.0,322,0,2
02940I51LI,29,1,435581.0,423,1,3
02940M85PW,40,1,307811.0,868,1,4
02942T84PU,26,0,239662.0,488,1,3
02946H26MU,48,0,581736.0,254,1,2
02946Y01YW,51,1,101813.0,680,1,4
02948Z21WX,28,0,189390.0,53,0,1
02949X60TT,56,1,332512.0,193,0,1
02949Y60FK,64,0,229324.0,298,1,2
02952W41MR,52,0,770035.0,395,1,3
02955T45UP,55,0,531901.0,425,1,3
02959V41JN,51,1,438965.0,566,1,4
02962J72PL,38,0,514576.0,458,1,3
02964A90LJ,39,1,413011.0,248,0,2
02964T49JT,29,1,241784.0,209,1,2
02969F36QX,35,0,188237.0,375,1,3
02977T48JK,65,1,427653.0,468,1,3
02979E34RA,53,1,128624.0,69,1,1
02981X89TA,61,0,753321.0,497,1,3
02984X91KU,31,1,457712.0,229,0,2
02986W87DJ,29,1,375469.0,126,1,1
02988C85ND,57,1,147907.0,261,0,2
02990L77YV,35,1,256816.0,262,0,2
02990W84YN,51,1,256971.0,529,1,4
02990Y87UN,39,0,686405.0,400,1,3
02991L71TJ,36,1,336589.0,447,1,3
02991Z53NE,28,1,238203.0,251,0,2
02992T40RK,26,1,397862.0,169,0,1
02997A44MQ,48,0,613043.0,444,1,3
02998S61IT,46,0,311075.0,409,1,3
03002N01AU,62,0,456252.0,38,0,1
03003H00XD,59,0,121210.0,291,1,2
03004D42TF,40,0,190120.0,67,0,1
03004M66LI,30,0,226863.0,319,0,2
03007Q07FT,48,0,142736.0,214,0,2
03008L93RD,55,0,790592.0,355,0,2
03008N00PX,62,0,139862.0,363,0,3
03009D48TC,45,0,318675.0,388,0,3
03011F54KL,28,1,437826.0,361,1,3
03011J58OU,47,0,168770.0,220,1,2
03012U87XB,41,1,388093.0,234,1,2
03025D75OM,39,0,474374.0,195,0,1
03026F10OK,57,1,124773.0,759,0,4
03026K83ZG,59,0,94518.0,999,0,4
03033G42RE,32,1,232491.0,211,1,2
03035W49KB,49,0,283201.0,157,0,1
03036J21XV,43,0,277475.0,231,0,2
03042S10NN,26,1,296259.0,385,1,3
03043O72VP,58,0,628123.0,481,1,3
03046E74LN,63,1,407472.0,183,1,1
03047A88TM,25,1,326440.0,324,0,2
03050Y66SR,32,0,158219.0,480,1,3
03054D21GO,27,0,113832.0,475,1,3
03057C18FW,48,1,385363.0,406,1,3
03057N15HS,58,0,779932.0,182,1,1
03064W17GX,47,0,425462.0,263,0,2
03066A79KV,32,0,237125.0,72,1,1
03067Q18RR,56,1,171080.0,363,1,3
03069I65ER,60,0,756550.0,231,0,2
03072R56PU,36,0,333571.0,306,1,2
03076D34TA,34,1,334763.0,472,1,3
03076K73XN,39,0,294776.0,352,1,2
03077U80UL,41,0,482626.0,398,1,3
03078O80CX,65,0,793167.0,890,1,4
03081V46YU,58,1,419541.0,465,1,3
